Regiao,Produto,NroApolice,NroItem,Data,Categoria,IS,VlrPremio,QtdSinistros,VlrIndenizacao,QtdItens,MesReferencia
Banrisul,431,1103431000014,1,2021-05-07,Passeio - Nacional,43442.00,1174.01,0.00,0.00,1,2021-05-01
Banrisul,431,1103431000015,1,2021-06-07,Passeio - Nacional,34601.49,844.29,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000016,1,2021-06-08,Pick-Up'S Pesadas (Pessoas),211929.30,3851.10,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000017,1,2021-06-08,Passeio - Nacional,92259.09,1314.06,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000018,1,2021-06-09,Passeio - Nacional,22209.66,1449.21,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000019,1,2021-06-10,Passeio - Nacional,38781.90,1396.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000020,1,2021-06-10,Passeio - Nacional,24864.30,1057.24,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000021,1,2021-06-10,Pick-Up'S Pesadas (Pessoas),146072.70,2273.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000022,1,2021-06-10,Passeio - Nacional,31557.60,1187.58,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000023,1,2021-06-10,Pick-Up'S Leves - Nacional,85361.40,0.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000024,1,2021-06-10,Pick-Up'S Pesadas (Pessoas),194190.30,6374.09,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000025,1,2021-06-10,Pick-Up'S Pesadas (Pessoas),67955.40,1154.17,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000026,1,2021-06-10,Pick-Up'S Leves - Nacional,93366.00,866.34,2.00,11292.88,1,2021-06-01
Banrisul,431,1103431000027,1,2021-06-10,Passeio - Nacional,22999.50,-0.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000028,1,2021-06-10,Pick-Up'S Pesadas (Pessoas),112077.90,0.02,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000029,1,2021-06-10,Pick-Up'S Pesadas (Pessoas),73653.03,3090.71,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000030,1,2021-06-10,Pick-Up'S Leves - Nacional,63060.30,1021.42,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000031,1,2021-06-10,Passeio - Nacional,24730.20,685.04,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000032,1,2021-06-11,Passeio - Nacional,37439.82,686.31,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000033,1,2021-06-11,Passeio - Nacional,39709.80,861.54,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000034,1,2021-06-11,Passeio - Nacional,22822.47,1268.32,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000035,1,2021-06-11,Passeio - Nacional,53574.84,1259.57,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000036,1,2021-06-11,Passeio - Nacional,48326.06,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000037,1,2021-06-11,Passeio - Nacional,81823.50,1865.96,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000038,1,2021-06-11,Passeio - Nacional,36087.48,497.70,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000039,1,2021-06-11,Pick-Up'S Pesadas (Pessoas),80259.30,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000040,1,2021-06-11,Passeio - Nacional,45119.70,933.48,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000041,1,2021-06-11,Passeio - Nacional,29742.30,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000042,1,2021-06-11,Passeio - Nacional,20551.41,942.20,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000043,1,2021-06-11,Passeio - Nacional,51927.48,764.12,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000044,1,2021-06-12,Passeio - Nacional,33299.64,926.98,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000045,1,2021-06-14,Passeio - Nacional,49304.43,1038.52,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000046,1,2021-06-14,Passeio - Nacional,29899.98,1167.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000047,1,2021-06-14,Pick-Up'S Leves - Nacional,114702.30,-0.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000048,1,2021-06-14,Passeio - Nacional,58775.31,2275.72,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000049,1,2021-06-14,Pick-Up'S Leves - Nacional,85405.00,845.96,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000050,1,2021-06-14,Pick-Up'S Leves - Nacional,69633.90,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000051,1,2021-06-14,Pick-Up'S Pesadas (Pessoas),87023.70,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000052,1,2021-06-14,Passeio - Nacional,79178.00,1414.97,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000053,1,2021-06-14,Passeio - Nacional,50244.48,1001.72,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000054,1,2021-06-15,Passeio - Nacional,41232.51,1450.17,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000055,1,2021-06-15,Pick-Up'S Pesadas (Pessoas),59857.38,2400.15,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000056,1,2021-06-15,Passeio - Nacional,32090.85,1941.43,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000057,1,2021-06-15,Passeio - Nacional,33943.14,332.48,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000058,1,2021-06-15,Passeio - Nacional,28367.46,970.18,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000059,1,2021-06-16,Pick-Up'S Leves - Nacional,101824.20,1807.10,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000060,1,2021-06-16,Passeio - Nacional,74111.40,1382.27,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000061,1,2021-06-16,Passeio - Nacional,61508.70,0.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000062,1,2021-06-16,Pick-Up'S Pesadas (Pessoas),119025.90,-0.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000063,1,2021-06-16,Pick-Up'S Leves - Nacional,78686.00,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000064,1,2021-06-16,Pick-Up'S Leves - Nacional,117121.50,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000065,1,2021-06-16,Pick-Up'S Pesadas (Pessoas),192663.00,3092.82,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000066,1,2021-06-16,Pick-Up'S Pesadas (Pessoas),155301.30,2242.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000067,1,2021-06-16,Pick-Up'S Leves - Nacional,100194.30,1842.15,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000068,1,2021-06-16,Passeio - Nacional,44719.29,1048.31,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000069,1,2021-06-16,Passeio - Nacional,45623.16,690.37,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000070,1,2021-06-16,Pick-Up'S Leves - Estrangeiro,57062.61,1165.64,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000071,1,2021-06-17,Pick-Up'S Leves - Nacional,133798.50,1998.30,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000072,1,2021-06-17,Pick-Up'S Leves - Nacional,44730.18,679.52,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000073,1,2021-06-17,Pick-Up'S Pesadas (Pessoas),102272.94,1931.29,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000074,1,2021-06-17,Pick-Up'S Pesadas (Pessoas),67654.62,0.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000075,1,2021-06-17,Passeio - Nacional,70329.60,1120.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000076,1,2021-06-17,Pick-Up'S Leves - Nacional,76739.85,1617.71,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000077,1,2021-06-17,Passeio - Nacional,51653.25,1412.29,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000078,1,2021-06-17,Pick-Up'S Pesadas (Pessoas),0.00,1014.87,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000079,1,2021-06-17,Passeio - Nacional,38307.06,768.22,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000080,1,2021-06-17,Pick-Up'S Leves - Nacional,46284.48,682.17,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000081,1,2021-06-17,Passeio - Nacional,53695.62,472.38,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000082,1,2021-06-17,Passeio - Nacional,49634.64,1073.75,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000083,1,2021-06-17,Passeio - Nacional,37403.19,702.87,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000084,1,2021-06-17,Pick-Up'S Leves - Nacional,68654.70,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000085,1,2021-06-17,Passeio - Nacional,36961.65,1140.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000086,1,2021-06-18,Passeio - Nacional,118050.57,1699.40,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000087,1,2021-06-18,Passeio - Nacional,26677.53,637.61,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000088,1,2021-06-18,Passeio - Nacional,62025.48,900.59,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000089,1,2021-06-18,Passeio - Nacional,20983.05,0.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000090,1,2021-06-18,Passeio - Nacional,80763.21,1546.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000091,1,2021-06-18,Passeio - Nacional,17375.49,1333.21,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000092,1,2021-06-18,Passeio - Nacional,61120.13,1066.82,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000093,1,2021-06-18,Passeio - Nacional,55802.00,1568.88,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000094,1,2021-06-18,Passeio - Nacional,66211.20,-0.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000095,1,2021-06-18,Passeio - Nacional,62457.12,1408.12,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000096,1,2021-06-18,Passeio - Nacional,45602.37,793.82,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000097,1,2021-06-18,Pick-Up'S Pesadas (Pessoas),90203.85,1577.14,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000098,1,2021-06-18,Pick-Up'S Leves - Nacional,74049.00,1456.27,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000099,1,2021-06-19,Pick-Up'S Leves - Nacional,38377.35,857.41,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000100,1,2021-06-19,Passeio - Nacional,62563.05,794.55,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000101,1,2021-06-19,Passeio - Nacional,33299.64,930.13,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000102,1,2021-06-21,Pick-Up'S Leves - Nacional,101824.20,0.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000103,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),76873.50,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000104,1,2021-06-21,Pick-Up'S Leves - Nacional,41269.50,633.19,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000105,1,2021-06-21,Pick-Up'S Leves - Nacional,76065.30,-0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000106,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),134556.30,1119.12,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000107,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),61504.20,1124.82,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000108,1,2021-06-21,Passeio - Nacional,26424.90,876.58,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000109,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),85015.26,2757.76,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000110,1,2021-06-21,Passeio - Nacional,31243.41,943.90,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000111,1,2021-06-21,Passeio - Nacional,40861.26,1168.80,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000112,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),127488.60,1958.65,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000113,1,2021-06-21,Pick-Up'S Pesadas (Pessoas),57793.00,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000114,1,2021-06-21,Passeio - Nacional,81823.50,1536.48,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000115,1,2021-06-21,Passeio - Nacional,80335.53,1860.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000116,1,2021-06-21,Passeio - Nacional,46109.25,883.58,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000117,1,2021-06-21,Passeio - Nacional,18099.18,713.19,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000118,1,2021-06-21,Passeio - Nacional,59400.99,1515.34,1.00,7369.97,1,2021-06-01
Banrisul,431,1103431000119,1,2021-06-21,Passeio - Nacional,44355.96,832.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000120,1,2021-06-21,Passeio - Nacional,32828.40,810.81,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000121,1,2021-06-22,Passeio - Nacional,122239.26,1734.53,1.00,4783.83,1,2021-06-01
Banrisul,431,1103431000122,1,2021-06-22,Passeio - Nacional,15842.97,159.86,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000123,1,2021-06-22,Passeio - Nacional,63111.51,1262.40,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000124,1,2021-06-22,Passeio - Nacional,48337.20,1077.36,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000125,1,2021-06-22,Passeio - Nacional,35182.62,1608.21,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000126,1,2021-06-22,Pick-Up'S Pesadas (Pessoas),92145.24,6140.23,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000127,1,2021-06-22,Passeio - Nacional,35342.01,1630.62,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000128,1,2021-06-22,Passeio - Nacional,87848.64,1313.22,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000129,1,2021-06-22,Passeio - Nacional,51638.40,941.42,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000130,1,2021-06-23,Passeio - Nacional,56553.75,1199.21,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000131,1,2021-06-23,Passeio - Estrangeiro,22245.30,899.56,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000132,1,2021-06-23,Passeio - Nacional,23316.48,862.78,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000133,1,2021-06-23,Passeio - Nacional,26548.83,1569.54,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000134,1,2021-06-23,Passeio - Nacional,58582.26,1196.57,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000135,1,2021-06-24,Passeio - Nacional,55455.84,828.75,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000136,1,2021-06-24,Passeio - Nacional,32869.80,943.88,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000137,1,2021-06-24,Pick-Up'S Pesadas (Pessoas),155901.24,3720.07,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000138,1,2021-06-24,Passeio - Nacional,56012.22,1195.05,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000139,1,2021-06-25,Passeio - Nacional,27562.59,767.47,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000140,1,2021-06-25,Pick-Up'S Leves - Nacional,130327.00,1271.38,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000141,1,2021-06-25,Passeio - Nacional,37685.70,0.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000142,1,2021-06-25,Passeio - Nacional,37038.87,1265.75,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000143,1,2021-06-25,Pick-Up'S Leves - Nacional,71728.47,211.51,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000144,1,2021-06-25,Pick-Up'S Leves - Nacional,71876.97,2370.87,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000145,1,2021-06-25,Passeio - Nacional,48869.37,200.24,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000146,1,2021-06-25,Passeio - Nacional,26302.32,1032.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000147,1,2021-06-25,Passeio - Nacional,39886.11,1085.47,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000148,1,2021-06-25,Passeio - Nacional,66211.20,929.62,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000149,1,2021-06-25,Passeio - Nacional,25237.08,885.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000150,1,2021-06-25,Passeio - Nacional,76368.60,1081.22,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000151,1,2021-06-25,Passeio - Nacional,41606.73,924.75,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000152,1,2021-06-25,Passeio - Nacional,37439.82,663.81,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000153,1,2021-06-25,Passeio - Nacional,50243.49,1506.83,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000154,1,2021-06-28,Passeio - Nacional,32561.10,1315.30,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000155,1,2021-06-28,Pick-Up'S Leves - Nacional,80515.71,0.07,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000156,1,2021-06-28,Passeio - Nacional,34745.00,1503.93,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000157,1,2021-06-28,Passeio - Nacional,66762.63,2458.47,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000158,1,2021-06-28,Passeio - Nacional,34768.80,1628.08,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000159,1,2021-06-28,Passeio - Nacional,32857.11,1277.78,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000160,1,2021-06-28,Passeio - Nacional,40793.94,887.09,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000161,1,2021-06-28,Passeio - Nacional,23681.79,1406.21,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000162,1,2021-06-28,Passeio - Nacional,0.00,690.32,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000163,1,2021-06-28,Passeio - Nacional,22096.80,1882.16,1.00,4408.44,1,2021-06-01
Banrisul,431,1103431000164,1,2021-06-28,Passeio - Nacional,40823.64,3179.23,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000165,1,2021-06-29,Passeio - Nacional,48891.60,883.52,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000166,1,2021-06-29,Passeio - Nacional,51035.49,1465.79,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000167,1,2021-06-29,Passeio - Nacional,76680.80,2192.57,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000168,1,2021-06-29,Passeio - Nacional,62108.64,1958.11,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000169,1,2021-06-29,Passeio - Nacional,53653.94,-0.00,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000170,1,2021-06-29,Passeio - Nacional,51819.57,1202.69,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000171,1,2021-06-29,Passeio - Nacional,21734.46,901.47,2.00,1978.93,1,2021-06-01
Banrisul,431,1103431000172,1,2021-06-29,Pick-Up'S Leves - Nacional,77768.46,901.31,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000173,1,2021-06-29,Passeio - Nacional,29479.23,125.10,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000174,1,2021-06-29,Passeio - Nacional,90226.62,1576.50,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000175,1,2021-06-29,Passeio - Nacional,35016.30,934.49,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000176,1,2021-06-29,Pick-Up'S Pesadas (Pessoas),75755.79,0.04,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000177,1,2021-06-30,Passeio - Nacional,25553.88,1061.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000178,1,2021-06-30,Passeio - Nacional,59370.30,716.75,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000179,1,2021-06-30,Passeio - Nacional,78309.99,0.04,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000180,1,2021-06-30,Passeio - Nacional,54948.96,1380.01,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000181,1,2021-06-30,Passeio - Nacional,54166.86,738.44,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000182,1,2021-06-30,Passeio - Nacional,46447.83,1263.89,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000183,1,2021-06-30,Passeio - Nacional,71635.51,1301.87,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000184,1,2021-06-30,Passeio - Nacional,41606.73,1335.49,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000185,1,2021-06-30,Pick-Up'S Pesadas (Pessoas),193886.55,3266.03,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000186,1,2021-06-30,Passeio - Nacional,80004.87,1435.39,0.00,0.00,1,2021-06-01
Banrisul,431,1103431000187,1,2021-07-01,Pick-Up'S Pesadas (Pessoas),36318.15,2374.58,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000188,1,2021-07-01,Passeio - Nacional,47581.38,997.53,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000189,1,2021-07-01,Passeio - Nacional,38307.06,1052.78,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000190,1,2021-07-01,Passeio - Nacional,48764.43,1418.32,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000191,1,2021-07-01,Passeio - Nacional,29813.85,-0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000192,1,2021-07-01,Passeio - Nacional,31696.83,1462.83,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000193,1,2021-07-01,Passeio - Nacional,29623.77,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000194,1,2021-07-01,Passeio - Nacional,19514.88,854.01,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000195,1,2021-07-01,Passeio - Nacional,30353.40,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000196,1,2021-07-01,Passeio - Nacional,32527.44,758.35,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000197,1,2021-07-01,Passeio - Nacional,33761.97,1016.97,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000198,1,2021-07-01,Passeio - Nacional,67642.74,1314.47,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000199,1,2021-07-01,Passeio - Nacional,11923.56,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000200,1,2021-07-01,Passeio - Nacional,35642.97,1085.32,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000201,1,2021-07-01,Passeio - Nacional,22727.43,692.57,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000202,1,2021-07-01,Passeio - Nacional,20779.11,712.29,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000203,1,2021-07-01,Passeio - Nacional,24545.07,1097.10,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000204,1,2021-07-01,Passeio - Nacional,68413.00,1113.76,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000205,1,2021-07-01,Pick-Up'S Pesadas (Pessoas),108050.58,-0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000206,1,2021-07-01,Passeio - Nacional,54956.70,1224.30,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000207,1,2021-07-01,Passeio - Nacional,27843.75,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000208,1,2021-07-01,Passeio - Nacional,58337.73,967.33,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000209,1,2021-07-01,Passeio - Nacional,21033.54,981.23,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000210,1,2021-07-01,Passeio - Nacional,34826.22,1523.99,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000211,1,2021-07-01,Passeio - Nacional,24730.20,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000212,1,2021-07-01,Pick-Up'S Leves - Nacional,109638.54,2406.31,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000213,1,2021-07-01,Pick-Up'S Leves - Nacional,40331.61,1289.14,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000214,1,2021-07-01,Passeio - Nacional,17438.85,763.19,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000215,1,2021-07-01,Passeio - Nacional,23045.22,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000216,1,2021-07-01,Passeio - Nacional,46579.50,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000217,1,2021-07-01,Passeio - Nacional,23943.15,0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000218,1,2021-07-01,Pick-Up'S Pesadas (Pessoas),75716.19,-0.00,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000219,1,2021-07-01,Passeio - Nacional,36961.65,1078.45,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000220,1,2021-07-01,Passeio - Nacional,49520.79,2397.97,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000221,1,2021-07-01,Pick-Up'S Leves - Nacional,78888.15,1047.78,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000222,1,2021-07-01,Passeio - Nacional,63282.78,0.01,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000223,1,2021-07-01,Pick-Up'S Pesadas (Pessoas),145057.50,1976.31,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000224,1,2021-07-01,Pick-Up'S Leves - Nacional,83252.70,345.65,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000225,1,2021-07-01,Pick-Up'S Pesadas (Pessoas),25316.10,1243.95,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000226,1,2021-07-01,Passeio - Nacional,34268.85,787.87,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000227,1,2021-07-01,Pick-Up'S Leves - Nacional,40364.00,877.43,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000228,1,2021-07-01,Pick-Up'S Leves - Nacional,90028.62,1421.75,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000229,1,2021-07-02,Passeio - Nacional,27936.81,969.42,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000230,1,2021-07-02,Passeio - Nacional,58974.30,1570.46,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000231,1,2021-07-02,Passeio - Nacional,35331.12,1074.60,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000232,1,2021-07-02,Passeio - Nacional,24486.30,1331.74,1.00,35149.96,1,2021-07-01
Banrisul,431,1103431000233,1,2021-07-02,Passeio - Nacional,41568.12,1453.19,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000234,1,2021-07-02,Passeio - Nacional,54297.24,896.15,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000235,1,2021-07-02,Pick-Up'S Pesadas (Pessoas),104966.82,2531.63,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000236,1,2021-07-03,Passeio - Nacional,39390.12,851.85,0.00,0.00,1,2021-07-01
Banrisul,431,1103431000237,1,2021-07-05,Pick-Up'S Pesadas (Pessoas),103327.20,0.00,0.00,0.00,1,2021-07-01
